NAME                         INSTALLED              FIXED IN                    TYPE    VULNERABILITY   SEVERITY    EPSS           RISK   
tar                          2:1.34-11.el9          (won't fix)                 rpm     CVE-2005-2541   Medium      3.8% (88th)    2.3    
openssl-fips-provider-so     3.0.7-8.el9                                        rpm     CVE-2026-2673   Medium      < 0.1% (6th)   < 0.1  
openssl-libs                 1:3.5.5-3.el9_8        (won't fix)                 rpm     CVE-2026-2673   Medium      < 0.1% (6th)   < 0.1  
vim-minimal                  2:8.2.2637-26.el9_8.5                              rpm     CVE-2023-0054   Low         < 0.1% (7th)   < 0.1  
curl-minimal                 7.76.1-40.el9                                      rpm     CVE-2026-3783   Medium      < 0.1% (7th)   < 0.1  
libcurl-minimal              7.76.1-40.el9                                      rpm     CVE-2026-3783   Medium      < 0.1% (7th)   < 0.1  
python                       3.12.13                                            binary  CVE-2026-1502   Medium      < 0.1% (6th)   < 0.1  
vim-minimal                  2:8.2.2637-26.el9_8.5                              rpm     CVE-2022-2874   Low         < 0.1% (9th)   < 0.1  
vim-minimal                  2:8.2.2637-26.el9_8.5                              rpm     CVE-2023-5441   Low         < 0.1% (9th)   < 0.1  
gdb-gdbserver                16.3-3.el9                                         rpm     CVE-2025-11082  Medium      < 0.1% (6th)   < 0.1  
curl-minimal                 7.76.1-40.el9                                      rpm     CVE-2026-6429   Medium      < 0.1% (6th)   < 0.1  
libcurl-minimal              7.76.1-40.el9                                      rpm     CVE-2026-6429   Medium      < 0.1% (6th)   < 0.1  
gdb-gdbserver                16.3-3.el9                                         rpm     CVE-2025-11494  Low         < 0.1% (11th)  < 0.1  
vim-minimal                  2:8.2.2637-26.el9_8.5                              rpm     CVE-2025-1215   Low         < 0.1% (12th)  < 0.1  
libxml2                      2.9.13-14.el9_7                                    rpm     CVE-2025-6170   Low         < 0.1% (12th)  < 0.1  
vim-minimal                  2:8.2.2637-26.el9_8.5                              rpm     CVE-2025-26603  Low         < 0.1% (9th)   < 0.1  
python3                      3.9.25-7.el9_8                                     rpm     CVE-2026-1502   Medium      < 0.1% (6th)   < 0.1  
python3-libs                 3.9.25-7.el9_8                                     rpm     CVE-2026-1502   Medium      < 0.1% (6th)   < 0.1  
tar                          2:1.34-11.el9                                      rpm     CVE-2023-39804  Low         < 0.1% (10th)  < 0.1  
curl-minimal                 7.76.1-40.el9                                      rpm     CVE-2026-5773   Medium      < 0.1% (5th)   < 0.1  
libcurl-minimal              7.76.1-40.el9                                      rpm     CVE-2026-5773   Medium      < 0.1% (5th)   < 0.1  
vim-minimal                  2:8.2.2637-26.el9_8.5                              rpm     CVE-2023-2609   Low         < 0.1% (7th)   < 0.1  
glib2                        2.68.4-19.el9_8.1                                  rpm     CVE-2026-1489   Medium      < 0.1% (5th)   < 0.1  
gdb-gdbserver                16.3-3.el9                                         rpm     CVE-2025-11413  Low         < 0.1% (8th)   < 0.1  
vim-minimal                  2:8.2.2637-26.el9_8.5                              rpm     CVE-2026-46483  Medium      < 0.1% (4th)   < 0.1  
gnupg2                       2.3.3-5.el9_7                                      rpm     CVE-2022-3219   Low         < 0.1% (6th)   < 0.1  
gdb-gdbserver                16.3-3.el9                                         rpm     CVE-2025-11840  Low         < 0.1% (9th)   < 0.1  
gdb-gdbserver                16.3-3.el9                                         rpm     CVE-2026-6844   Medium      < 0.1% (5th)   < 0.1  
python3                      3.9.25-7.el9_8                                     rpm     CVE-2026-5713   Medium      < 0.1% (5th)   < 0.1  
python3-libs                 3.9.25-7.el9_8                                     rpm     CVE-2026-5713   Medium      < 0.1% (5th)   < 0.1  
vim-minimal                  2:8.2.2637-26.el9_8.5  (won't fix)                 rpm     CVE-2023-5535   Low         < 0.1% (9th)   < 0.1  
glib2                        2.68.4-19.el9_8.1                                  rpm     CVE-2026-0988   Low         < 0.1% (8th)   < 0.1  
gdb-gdbserver                16.3-3.el9                                         rpm     CVE-2025-11412  Low         < 0.1% (8th)   < 0.1  
gdb-gdbserver                16.3-3.el9                                         rpm     CVE-2025-11414  Low         < 0.1% (8th)   < 0.1  
libsolv                      0.7.24-5.el9_8                                     rpm     CVE-2026-48864  Medium      < 0.1% (2nd)   < 0.1  
tar                          2:1.34-11.el9                                      rpm     CVE-2026-33056  Medium      < 0.1% (5th)   < 0.1  
vim-minimal                  2:8.2.2637-26.el9_8.5                              rpm     CVE-2023-2610   Low         < 0.1% (6th)   < 0.1  
gdb-gdbserver                16.3-3.el9                                         rpm     CVE-2025-11495  Low         < 0.1% (8th)   < 0.1  
gdb-gdbserver                16.3-3.el9                                         rpm     CVE-2025-3198   Low         < 0.1% (8th)   < 0.1  
glib2                        2.68.4-19.el9_8.1                                  rpm     CVE-2026-1484   Medium      < 0.1% (5th)   < 0.1  
python3                      3.9.25-7.el9_8                                     rpm     CVE-2026-42308  Medium      < 0.1% (3rd)   < 0.1  
python3-libs                 3.9.25-7.el9_8                                     rpm     CVE-2026-42308  Medium      < 0.1% (3rd)   < 0.1  
expat                        2.5.0-6.el9_8.1                                    rpm     CVE-2026-45186  High        < 0.1% (1st)   < 0.1  
gdb-gdbserver                16.3-3.el9                                         rpm     CVE-2025-11839  Low         < 0.1% (7th)   < 0.1  
elfutils-default-yama-scope  0.194-1.el9                                        rpm     CVE-2025-1371   Low         < 0.1% (7th)   < 0.1  
elfutils-libelf              0.194-1.el9                                        rpm     CVE-2025-1371   Low         < 0.1% (7th)   < 0.1  
elfutils-libs                0.194-1.el9                                        rpm     CVE-2025-1371   Low         < 0.1% (7th)   < 0.1  
libsolv                      0.7.24-5.el9_8                                     rpm     CVE-2026-9150   Medium      < 0.1% (2nd)   < 0.1  
libxml2                      2.9.13-14.el9_7                                    rpm     CVE-2026-0989   Low         < 0.1% (7th)   < 0.1  
gdb-gdbserver                16.3-3.el9                                         rpm     CVE-2025-69647  Low         < 0.1% (7th)   < 0.1  
libarchive                   3.5.3-9.el9_7                                      rpm     CVE-2025-1632   Low         < 0.1% (7th)   < 0.1  
libarchive                   3.5.3-9.el9_7          (won't fix)                 rpm     CVE-2023-30571  Medium      < 0.1% (3rd)   < 0.1  
libxml2                      2.9.13-14.el9_7                                    rpm     CVE-2026-0992   Low         < 0.1% (7th)   < 0.1  
gnupg2                       2.3.3-5.el9_7                                      rpm     CVE-2026-24883  Low         < 0.1% (6th)   < 0.1  
gdb-gdbserver                16.3-3.el9                                         rpm     CVE-2025-66861  Low         < 0.1% (6th)   < 0.1  
gdb-gdbserver                16.3-3.el9                                         rpm     CVE-2025-69648  Low         < 0.1% (6th)   < 0.1  
gdb-gdbserver                16.3-3.el9                                         rpm     CVE-2025-69652  Low         < 0.1% (6th)   < 0.1  
curl-minimal                 7.76.1-40.el9                                      rpm     CVE-2026-4873   Medium      < 0.1% (2nd)   < 0.1  
libcurl-minimal              7.76.1-40.el9                                      rpm     CVE-2026-4873   Medium      < 0.1% (2nd)   < 0.1  
gdb-gdbserver                16.3-3.el9                                         rpm     CVE-2024-57360  Low         < 0.1% (5th)   < 0.1  
curl-minimal                 7.76.1-40.el9                                      rpm     CVE-2025-13034  Medium      < 0.1% (1st)   < 0.1  
libcurl-minimal              7.76.1-40.el9                                      rpm     CVE-2025-13034  Medium      < 0.1% (1st)   < 0.1  
sqlite-libs                  3.34.1-10.el9_8                                    rpm     CVE-2024-0232   Low         < 0.1% (4th)   < 0.1  
libblkid                     2.37.4-25.el9                                      rpm     CVE-2026-27456  Medium      < 0.1% (2nd)   < 0.1  
libfdisk                     2.37.4-25.el9                                      rpm     CVE-2026-27456  Medium      < 0.1% (2nd)   < 0.1  
libmount                     2.37.4-25.el9                                      rpm     CVE-2026-27456  Medium      < 0.1% (2nd)   < 0.1  
libsmartcols                 2.37.4-25.el9                                      rpm     CVE-2026-27456  Medium      < 0.1% (2nd)   < 0.1  
libuuid                      2.37.4-25.el9                                      rpm     CVE-2026-27456  Medium      < 0.1% (2nd)   < 0.1  
util-linux                   2.37.4-25.el9                                      rpm     CVE-2026-27456  Medium      < 0.1% (2nd)   < 0.1  
util-linux-core              2.37.4-25.el9                                      rpm     CVE-2026-27456  Medium      < 0.1% (2nd)   < 0.1  
python                       3.12.13                *3.13.13, 3.14.4, 3.15.0a8  binary  CVE-2026-4519   Low         < 0.1% (3rd)   < 0.1  
gdb-gdbserver                16.3-3.el9                                         rpm     CVE-2025-66866  Low         < 0.1% (5th)   < 0.1  
gdb-gdbserver                16.3-3.el9                                         rpm     CVE-2022-47010  Low         < 0.1% (2nd)   < 0.1  
python                       3.12.13                *3.13.13, 3.14.4, 3.15.0a7  binary  CVE-2026-2297   Medium      < 0.1% (1st)   < 0.1  
systemd                      252-67.el9_8.2                                     rpm     CVE-2026-4105   Medium      < 0.1% (1st)   < 0.1  
systemd-libs                 252-67.el9_8.2                                     rpm     CVE-2026-4105   Medium      < 0.1% (1st)   < 0.1  
systemd-pam                  252-67.el9_8.2                                     rpm     CVE-2026-4105   Medium      < 0.1% (1st)   < 0.1  
systemd-rpm-macros           252-67.el9_8.2                                     rpm     CVE-2026-4105   Medium      < 0.1% (1st)   < 0.1  
python                       3.12.13                *3.13.13, 3.14.4, 3.15.0a8  binary  CVE-2025-13462  Low         < 0.1% (6th)   < 0.1  
libxml2                      2.9.13-14.el9_7                                    rpm     CVE-2026-1757   Medium      < 0.1% (0th)   < 0.1  
python3                      3.9.25-7.el9_8                                     rpm     CVE-2026-3479   Low         < 0.1% (3rd)   < 0.1  
python3-libs                 3.9.25-7.el9_8                                     rpm     CVE-2026-3479   Low         < 0.1% (3rd)   < 0.1  
elfutils-default-yama-scope  0.194-1.el9                                        rpm     CVE-2024-25260  Low         < 0.1% (2nd)   < 0.1  
elfutils-libelf              0.194-1.el9                                        rpm     CVE-2024-25260  Low         < 0.1% (2nd)   < 0.1  
elfutils-libs                0.194-1.el9                                        rpm     CVE-2024-25260  Low         < 0.1% (2nd)   < 0.1  
vim-minimal                  2:8.2.2637-26.el9_8.5  (won't fix)                 rpm     CVE-2023-46246  Low         < 0.1% (2nd)   < 0.1  
vim-minimal                  2:8.2.2637-26.el9_8.5                              rpm     CVE-2026-39881  Medium      < 0.1% (0th)   < 0.1  
libgcrypt                    1.10.0-11.el9                                      rpm     CVE-2026-41989  Medium      < 0.1% (0th)   < 0.1  
expat                        2.5.0-6.el9_8.1                                    rpm     CVE-2026-41080  Low         < 0.1% (2nd)   < 0.1  
curl-minimal                 7.76.1-40.el9                                      rpm     CVE-2026-6276   Low         < 0.1% (2nd)   < 0.1  
libcurl-minimal              7.76.1-40.el9                                      rpm     CVE-2026-6276   Low         < 0.1% (2nd)   < 0.1  
gdb-gdbserver                16.3-3.el9                                         rpm     CVE-2022-47007  Low         < 0.1% (0th)   < 0.1  
gdb-gdbserver                16.3-3.el9                                         rpm     CVE-2022-47011  Low         < 0.1% (0th)   < 0.1  
glib2                        2.68.4-19.el9_8.1                                  rpm     CVE-2026-1485   Low         < 0.1% (2nd)   < 0.1  
elfutils-default-yama-scope  0.194-1.el9                                        rpm     CVE-2025-1377   Low         < 0.1% (1st)   < 0.1  
elfutils-libelf              0.194-1.el9                                        rpm     CVE-2025-1377   Low         < 0.1% (1st)   < 0.1  
elfutils-libs                0.194-1.el9                                        rpm     CVE-2025-1377   Low         < 0.1% (1st)   < 0.1  
python3                      3.9.25-7.el9_8                                     rpm     CVE-2026-2297   Low         < 0.1% (1st)   < 0.1  
python3-libs                 3.9.25-7.el9_8                                     rpm     CVE-2026-2297   Low         < 0.1% (1st)   < 0.1  
sed                          4.8-10.el9                                         rpm     CVE-2026-5958   Medium      < 0.1% (0th)   < 0.1  
expat                        2.5.0-6.el9_8.1                                    rpm     CVE-2026-32776  Medium      < 0.1% (0th)   < 0.1  
libarchive                   3.5.3-9.el9_7                                      rpm     CVE-2026-5745   Medium      < 0.1% (0th)   < 0.1  
openssl                      1:3.5.5-3.el9_8                                    rpm     CVE-2026-31789  Low         < 0.1% (0th)   < 0.1  
openssl-libs                 1:3.5.5-3.el9_8                                    rpm     CVE-2026-31789  Low         < 0.1% (0th)   < 0.1  
expat                        2.5.0-6.el9_8.1                                    rpm     CVE-2026-32778  Medium      < 0.1% (0th)   < 0.1  
expat                        2.5.0-6.el9_8.1                                    rpm     CVE-2025-66382  Low         < 0.1% (1st)   < 0.1  
zlib                         1.2.11-40.el9                                      rpm     CVE-2026-27171  Low         < 0.1% (0th)   < 0.1  
vim-minimal                  2:8.2.2637-26.el9_8.5                              rpm     CVE-2026-28420  Medium      < 0.1% (0th)   < 0.1  
gdb-gdbserver                16.3-3.el9                                         rpm     CVE-2026-4647   Medium      < 0.1% (0th)   < 0.1  
elfutils-default-yama-scope  0.194-1.el9                                        rpm     CVE-2025-1376   Low         < 0.1% (1st)   < 0.1  
elfutils-libelf              0.194-1.el9                                        rpm     CVE-2025-1376   Low         < 0.1% (1st)   < 0.1  
elfutils-libs                0.194-1.el9                                        rpm     CVE-2025-1376   Low         < 0.1% (1st)   < 0.1  
gnupg2                       2.3.3-5.el9_7                                      rpm     CVE-2025-68972  Medium      < 0.1% (0th)   < 0.1  
expat                        2.5.0-6.el9_8.1                                    rpm     CVE-2026-32777  Medium      < 0.1% (0th)   < 0.1  
vim-minimal                  2:8.2.2637-26.el9_8.5                              rpm     CVE-2026-28419  Medium      < 0.1% (0th)   < 0.1  
vim-minimal                  2:8.2.2637-26.el9_8.5                              rpm     CVE-2026-28418  Medium      < 0.1% (0th)   < 0.1  
gdb-gdbserver                16.3-3.el9                                         rpm     CVE-2026-6845   Medium      < 0.1% (0th)   < 0.1  
python3-pip-wheel            21.3.1-2.el9_8                                     rpm     CVE-2026-25645  Medium      < 0.1% (0th)   < 0.1  
tar                          2:1.34-11.el9                                      rpm     CVE-2025-64118  Medium      < 0.1% (0th)   < 0.1  
vim-minimal                  2:8.2.2637-26.el9_8.5                              rpm     CVE-2026-45130  Medium      < 0.1% (0th)   < 0.1  
libgcrypt                    1.10.0-11.el9                                      rpm     CVE-2026-41990  Low         < 0.1% (0th)   < 0.1  
expat                        2.5.0-6.el9_8.1                                    rpm     CVE-2026-24515  Low         < 0.1% (0th)   < 0.1  
gdb-gdbserver                16.3-3.el9                                         rpm     CVE-2025-69644  Low         < 0.1% (0th)   < 0.1  
gdb-gdbserver                16.3-3.el9                                         rpm     CVE-2025-69645  Low         < 0.1% (0th)   < 0.1  
curl-minimal                 7.76.1-40.el9                                      rpm     CVE-2025-14017  Medium      < 0.1% (0th)   < 0.1  
libcurl-minimal              7.76.1-40.el9                                      rpm     CVE-2025-14017  Medium      < 0.1% (0th)   < 0.1  
gdb-gdbserver                16.3-3.el9                                         rpm     CVE-2025-69646  Low         < 0.1% (0th)   < 0.1  
gdb-gdbserver                16.3-3.el9                                         rpm     CVE-2025-69651  Low         < 0.1% (0th)   < 0.1  
vim-minimal                  2:8.2.2637-26.el9_8.5                              rpm     CVE-2026-28422  Low         < 0.1% (0th)   < 0.1  
python                       3.12.13                *3.13.13, 3.14.4, 3.15.0a8  binary  CVE-2026-3479   Negligible  < 0.1% (3rd)   < 0.1  
python3                      3.9.25-7.el9_8                                     rpm     CVE-2026-3276   Medium      N/A            N/A    
python3-libs                 3.9.25-7.el9_8                                     rpm     CVE-2026-3276   Medium      N/A            N/A    
gdb-gdbserver                16.3-3.el9                                         rpm     CVE-2023-2222   Negligible  N/A            N/A
